time,distance0,distance1
0.156,1000,185
0.157,1000,185
0.158,1000,185
0.159,1000,185
0.16,1000,185
0.161,1000,185
0.162,1000,185
0.163,1000,185
0.164,1000,185
0.165,1000,185
0.166,1000,185
0.167,1000,185
0.168,1000,185
0.169,1000,185
0.17,1000,185
0.171,1000,185
0.172,1000,185
0.173,1000,185
0.174,1000,185
0.175,1000,185
0.176,1000,185
0.177,1000,185
0.178,1000,185
0.179,1000,185
0.18,1000,185
0.181,1000,185
0.182,1000,185
0.183,1000,185
0.184,1000,185
0.185,1000,185
0.186,1000,185
0.187,1000,185
0.188,1000,185
0.189,1000,185
0.19,1000,185
0.191,1000,185
0.192,1000,185
0.193,1000,185
0.194,1000,185
0.195,1000,185
0.196,1000,185
0.197,1000,185
0.198,1000,185
0.199,1000,185
0.2,1000,185
0.201,1000,185
0.202,1000,185
0.203,1000,185
0.204,1000,185
0.205,1000,185
0.206,1000,185
0.207,1000,185
0.208,1000,185
0.209,1000,185
0.21,1000,185
0.211,1000,185
0.212,1000,185
0.213,1000,185
0.214,1000,185
0.215,1000,185
0.216,1000,185
0.217,1000,185
0.218,1000,185
0.219,1000,185
0.22,1000,185
0.221,1000,185
0.222,1000,185
0.223,1000,185
0.224,1000,185
0.225,1000,185
0.226,1000,185
0.227,1000,185
0.228,1000,185
0.229,1000,185
0.23,1000,185
0.231,1000,185
0.232,1000,185
0.233,1000,185
0.234,1000,185
0.235,1000,185
0.236,1000,185
0.237,1000,185
0.238,1000,185
0.239,1000,185
0.24,1000,185
0.241,1000,185
0.242,1000,185
0.243,1000,185
0.244,1000,185
0.245,1000,185
0.246,1000,185
0.247,1000,185
0.248,1000,185
0.249,1000,185
0.25,1000,185
0.251,1000,185
0.252,1000,185
0.253,1000,185
0.254,1000,185
0.255,1000,185
0.256,1000,185
0.257,1000,185
0.258,1000,185
0.259,1000,185
0.26,1000,185
0.261,1000,185
0.262,1000,185
0.263,1000,185
0.264,1000,185
0.265,1000,185
0.266,1000,185
0.267,1000,185
0.268,1000,185
0.269,1000,185
0.27,1000,185
0.271,1000,185
0.272,1000,185
0.273,1000,185
0.274,1000,185
0.275,1000,185
0.276,1000,185
0.277,1000,185
0.278,1000,185
0.279,1000,185
0.28,1000,185
0.281,1000,185
0.282,1000,185
0.283,1000,185
0.284,1000,185
0.285,1000,185
0.286,1000,185
0.287,1000,185
0.288,1000,185
0.289,1000,185
0.29,1000,185
0.291,1000,185
0.292,1000,185
0.293,1000,185
0.294,1000,185
0.295,1000,185
0.296,1000,185
0.297,1000,185
0.298,1000,185
0.299,1000,185
0.3,1000,185
0.301,1000,185
0.302,1000,185
0.303,1000,185
0.304,1000,185
0.305,1000,185
0.306,1000,185
0.307,1000,185
0.308,1000,185
0.309,1000,185
0.31,1000,185
0.311,1000,185
0.312,1000,185
0.313,1000,185
0.314,1000,185
0.315,1000,185
0.316,1000,185
0.317,1000,185
0.318,1000,185
0.319,1000,185
0.32,1000,185
0.321,1000,185
0.322,1000,185
0.323,1000,185
0.324,1000,185
0.325,1000,185
0.326,1000,185
0.327,1000,185
0.328,1000,185
0.329,1000,185
0.33,1000,185
0.331,1000,185
0.332,1000,185
0.333,1000,185
0.334,1000,185
0.335,1000,185
0.336,1000,185
0.337,1000,185
0.338,1000,185
0.339,1000,185
0.34,1000,185
0.341,1000,185
0.342,1000,185
0.343,1000,185
0.344,1000,185
0.345,1000,185
0.346,1000,185
0.347,1000,185
0.348,1000,185
0.349,1000,185
0.35,1000,185
0.351,1000,185
0.352,1000,185
0.353,1000,185
0.354,1000,185
0.355,1000,185
0.356,1000,185
0.357,1000,185
0.358,1000,185
0.359,1000,185
0.36,1000,185
0.361,1000,185
0.362,1000,185
0.363,1000,185
0.364,1000,185
0.365,1000,185
0.366,1000,185
0.367,1000,185
0.368,1000,185
0.369,1000,185
0.37,1000,185
0.371,1000,185
0.372,1000,185
0.373,1000,185
0.374,1000,185
0.375,1000,185
0.376,1000,185
0.377,1000,185
0.378,1000,185
0.379,1000,185
0.38,1000,185
0.381,1000,185
0.382,1000,185
0.383,1000,185
0.384,1000,185
0.385,1000,185
0.386,1000,185
0.387,1000,185
0.388,1000,185
0.389,1000,185
0.39,1000,185
0.391,1000,185
0.392,1000,185
0.393,1000,185
0.394,1000,185
0.395,1000,185
0.396,1000,185
0.397,1000,185
0.398,1000,185
0.399,1000,185
0.4,1000,185
0.401,1000,185
0.402,1000,185
0.403,1000,185
0.404,1000,185
0.405,1000,185
0.406,1000,185
0.407,1000,185
0.408,1000,185
0.409,1000,185
0.41,1000,185
0.411,1000,185
0.412,1000,185
0.413,1000,185
0.414,1000,185
0.415,1000,185
0.416,1000,185
0.417,1000,185
0.418,1000,185
0.419,1000,185
0.42,1000,185
0.421,1000,185
0.422,1000,185
0.423,1000,185
0.424,1000,185
0.425,1000,185
0.426,1000,185
0.427,1000,185
0.428,1000,185
0.429,1000,185
0.43,1000,185
0.431,1000,185
0.432,1000,185
0.433,1000,185
0.434,1000,185
0.435,1000,185
0.436,1000,185
0.437,1000,185
0.438,1000,185
0.439,1000,185
0.44,1000,185
0.441,1000,185
0.442,1000,185
0.443,1000,185
0.444,1000,185
0.445,1000,185
0.446,1000,185
0.447,1000,185
0.448,1000,185
0.449,1000,185
0.45,1000,185
0.451,1000,185
0.452,1000,185
0.453,1000,185
0.454,1000,185
0.455,1000,185
0.456,1000,185
0.457,1000,185
0.458,1000,185
0.459,1000,185
0.46,1000,185
0.461,1000,185
0.462,1000,185
0.463,1000,185
0.464,1000,185
0.465,1000,185
0.466,1000,185
0.467,1000,185
0.468,1000,185
0.469,1000,185
0.47,1000,185
0.471,1000,185
0.472,1000,185
0.473,1000,185
0.474,1000,185
0.475,1000,185
0.476,1000,185
0.477,1000,185
0.478,1000,185
0.479,1000,185
0.48,1000,185
0.481,1000,185
0.482,1000,185
0.483,1000,185
0.484,1000,185
0.485,1000,185
0.486,1000,185
0.487,1000,185
0.488,1000,185
0.489,1000,185
0.49,1000,185
0.491,1000,185
0.492,1000,185
0.493,1000,185
0.494,1000,185
0.495,1000,185
0.496,1000,185
0.497,1000,185
0.498,1000,185
0.499,1000,185
0.5,1000,185
0.501,1000,185
0.502,1000,185
0.503,1000,185
0.504,1000,185
0.505,1000,185
0.506,1000,185
0.507,1000,185
0.508,1000,185
0.509,1000,185
0.51,1000,185
0.511,1000,185
0.512,1000,185
0.513,1000,185
0.514,1000,185
0.515,1000,185
0.516,1000,185
0.517,1000,185
0.518,1000,185
0.519,1000,185
0.52,1000,185
0.521,1000,185
0.522,1000,185
0.523,1000,185
0.524,1000,185
0.525,1000,185
0.526,1000,185
0.527,1000,185
0.528,1000,185
0.529,1000,185
0.53,1000,185
0.531,1000,185
0.532,1000,185
0.533,1000,185
0.534,1000,185
0.535,1000,185
0.536,1000,185
0.537,1000,185
0.538,1000,185
0.539,1000,185
0.54,1000,185
0.541,1000,185
0.542,1000,185
0.543,1000,185
0.544,1000,185
0.545,1000,185
0.546,1000,185
0.547,1000,185
0.548,1000,185
0.549,1000,185
0.55,1000,185
0.551,1000,185
0.552,1000,185
0.553,1000,185
0.554,1000,185
0.555,1000,185
0.556,1000,185
0.557,1000,185
0.558,1000,185
0.559,1000,185
0.56,1000,185
0.561,1000,185
0.562,1000,185
0.563,1000,185
0.564,1000,185
0.565,1000,185
0.566,1000,185
0.567,1000,185
0.568,1000,185
0.569,1000,185
0.57,1000,185
0.571,1000,185
0.572,1000,185
0.573,1000,185
0.574,1000,185
0.575,1000,185
0.576,1000,185
0.577,1000,185
0.578,1000,185
0.579,1000,185
0.58,1000,185
0.581,1000,185
0.582,1000,185
0.583,1000,185
0.584,1000,185
0.585,1000,185
0.586,1000,185
0.587,1000,185
0.588,1000,185
0.589,1000,185
0.59,1000,185
0.591,1000,185
0.592,1000,185
0.593,1000,185
0.594,1000,185
0.595,1000,185
0.596,1000,185
0.597,1000,185
0.598,1000,185
0.599,1000,185
0.6,1000,185
0.601,1000,185
0.602,1000,185
0.603,1000,185
0.604,1000,185
0.605,1000,185
0.606,1000,185
0.607,1000,185
0.608,1000,185
0.609,1000,185
0.61,1000,185
0.611,1000,185
0.612,1000,185
0.613,1000,185
0.614,1000,185
0.615,1000,185
0.616,1000,185
0.617,1000,185
0.618,1000,185
0.619,1000,185
0.62,1000,185
0.621,1000,185
0.622,1000,185
0.623,1000,185
0.624,1000,185
0.625,1000,185
0.626,1000,185
0.627,1000,185
0.628,1000,185
0.629,1000,185
0.63,1000,185
0.631,1000,185
0.632,1000,185
0.633,1000,185
0.634,1000,185
0.635,1000,185
0.636,1000,185
0.637,1000,185
0.638,1000,185
0.639,1000,185
0.64,1000,185
0.641,1000,185
0.642,1000,185
0.643,1000,185
0.644,1000,185
0.645,1000,185
0.646,1000,185
0.647,1000,185
0.648,1000,185
0.649,1000,185
0.65,1000,185
0.651,1000,185
0.652,1000,185
0.653,1000,185
0.654,1000,185
0.655,1000,185
0.656,1000,185
0.657,1000,185
0.658,1000,185
0.659,1000,185
0.66,1000,185
0.661,1000,185
0.662,1000,185
0.663,1000,185
0.664,1000,185
0.665,1000,185
0.666,1000,185
0.667,1000,185
0.668,1000,185
0.669,1000,185
0.67,1000,185
0.671,1000,185
0.672,1000,185
0.673,1000,185
0.674,1000,185
0.675,1000,185
0.676,1000,185
0.677,1000,185
0.678,1000,185
0.679,1000,185
0.68,1000,185
0.681,1000,185
0.682,1000,185
0.683,1000,185
0.684,1000,185
0.685,1000,185
0.686,1000,185
0.687,1000,185
0.688,1000,185
0.689,1000,185
0.69,1000,185
0.691,1000,185
0.692,1000,185
0.693,1000,185
0.694,1000,185
0.695,1000,185
0.696,1000,185
0.697,1000,185
0.698,1000,185
0.699,1000,185
0.7,1000,185
0.701,1000,185
0.702,1000,185
0.703,1000,185
0.704,1000,185
0.705,1000,185
0.706,1000,185
0.707,1000,185
0.708,1000,185
0.709,1000,185
0.71,1000,185
0.711,1000,185
0.712,1000,185
0.713,1000,185
0.714,1000,185
0.715,1000,185
0.716,1000,185
0.717,1000,185
0.718,1000,185
0.719,1000,185
0.72,1000,185
0.721,1000,185
0.722,1000,185
0.723,1000,185
0.724,1000,185
0.725,1000,185
0.726,1000,185
0.727,1000,185
0.728,1000,185
0.729,1000,185
0.73,1000,185
0.731,1000,185
0.732,1000,185
0.733,1000,185
0.734,1000,185
0.735,1000,185
0.736,1000,185
0.737,1000,185
0.738,1000,185
0.739,1000,185
0.74,1000,185
0.741,1000,185
0.742,1000,185
0.743,1000,185
0.744,1000,185
0.745,1000,185
0.746,1000,185
0.747,1000,185
0.748,1000,185
0.749,1000,185
0.75,1000,185
0.751,1000,185
0.752,1000,185
0.753,1000,185
0.754,1000,185
0.755,1000,185
0.756,1000,185
0.757,1000,185
0.758,1000,185
0.759,1000,185
0.76,1000,185
0.761,1000,185
0.762,1000,185
0.763,1000,185
0.764,1000,185
0.765,1000,185
0.766,1000,185
0.767,1000,185
0.768,1000,185
0.769,1000,185
0.77,1000,185
0.771,1000,185
0.772,1000,185
0.773,1000,185
0.774,1000,185
0.775,1000,185
0.776,1000,185
0.777,1000,185
0.778,1000,185
0.779,1000,185
0.78,1000,185
0.781,1000,185
0.782,1000,185
0.783,1000,185
0.784,1000,185
0.785,1000,185
0.786,1000,185
0.787,1000,185
0.788,1000,185
0.789,1000,185
0.79,1000,185
0.791,1000,185
0.792,1000,185
0.793,1000,185
0.794,1000,185
0.795,1000,185
0.796,1000,185
0.797,1000,185
0.798,1000,185
0.799,1000,185
0.8,1000,185
0.801,1000,185
0.802,1000,185
0.803,1000,185
0.804,1000,185
0.805,1000,185
0.806,1000,185
0.807,1000,185
0.808,1000,185
0.809,1000,185
0.81,1000,185
0.811,1000,185
0.812,1000,185
0.813,1000,185
0.814,1000,185
0.815,1000,185
0.816,1000,185
0.817,1000,185
0.818,1000,185
0.819,1000,185
0.82,1000,185
0.821,1000,185
0.822,1000,185
0.823,1000,185
0.824,1000,185
0.825,1000,185
0.826,1000,185
0.827,1000,185
0.828,1000,185
0.829,1000,185
0.83,1000,185
0.831,1000,185
0.832,1000,185
0.833,1000,185
0.834,1000,185
0.835,1000,185
0.836,1000,185
0.837,1000,185
0.838,1000,185
0.839,1000,185
0.84,1000,185
0.841,1000,185
0.842,1000,185
0.843,1000,185
0.844,1000,185
0.845,1000,185
0.846,1000,185
0.847,1000,185
0.848,1000,185
0.849,1000,185
0.85,1000,185
0.851,1000,185
0.852,1000,185
0.853,1000,185
0.854,1000,185
0.855,1000,185
0.856,1000,185
0.857,1000,185
0.858,1000,185
0.859,1000,185
0.86,1000,185
0.861,1000,185
0.862,1000,185
0.863,1000,185
0.864,1000,185
0.865,1000,185
0.866,1000,185
0.867,1000,185
0.868,1000,185
0.869,1000,185
0.87,1000,185
0.871,1000,185
0.872,1000,185
0.873,1000,185
0.874,1000,185
0.875,1000,185
0.876,1000,185
0.877,1000,185
0.878,1000,185
0.879,1000,185
0.88,1000,185
0.881,1000,185
0.882,1000,185
0.883,1000,185
0.884,1000,185
0.885,1000,185
0.886,1000,185
0.887,1000,185
0.888,1000,185
0.889,1000,185
0.89,1000,185
0.891,1000,185
0.892,1000,185
0.893,1000,185
0.894,1000,185
0.895,1000,185
0.896,1000,185
0.897,1000,185
0.898,1000,185
0.899,1000,185
0.9,1000,185
0.901,1000,185
0.902,1000,185
0.903,1000,185
0.904,1000,185
0.905,1000,185
0.906,1000,185
0.907,1000,185
0.908,1000,185
0.909,1000,185
0.91,1000,185
0.911,1000,185
0.912,1000,185
0.913,1000,185
0.914,1000,185
0.915,1000,185
0.916,1000,185
0.917,1000,185
0.918,1000,185
0.919,1000,185
0.92,1000,185
0.921,1000,185
0.922,1000,185
0.923,1000,185
0.924,1000,185
0.925,1000,185
0.926,1000,185
0.927,1000,185
0.928,1000,185
0.929,1000,185
0.93,1000,185
0.931,1000,185
0.932,1000,185
0.933,1000,185
0.934,1000,185
0.935,1000,185
0.936,1000,185
0.937,1000,185
0.938,1000,185
0.939,1000,185
0.94,1000,185
0.941,1000,185
0.942,1000,185
0.943,1000,185
0.944,1000,185
0.945,1000,185
0.946,1000,185
0.947,1000,185
0.948,1000,185
0.949,1000,185
0.95,1000,185
0.951,1000,185
0.952,1000,185
0.953,1000,185
0.954,1000,185
0.955,1000,185
0.956,1000,185
0.957,1000,185
0.958,1000,185
0.959,1000,185
0.96,1000,185
0.961,1000,185
0.962,1000,185
0.963,1000,185
0.964,1000,185
0.965,1000,185
0.966,1000,185
0.967,1000,185
0.968,1000,185
0.969,1000,185
0.97,1000,185
0.971,1000,185
0.972,1000,185
0.973,1000,185
0.974,1000,185
0.975,1000,185
0.976,1000,185
0.977,1000,185
0.978,1000,185
0.979,1000,185
0.98,1000,185
0.981,1000,185
0.982,1000,185
0.983,1000,185
0.984,1000,185
0.985,1000,185
0.986,1000,185
0.987,1000,185
0.988,1000,185
0.989,1000,185
0.99,1000,185
0.991,1000,185
0.992,1000,185
0.993,1000,185
0.994,1000,185
0.995,1000,185
0.996,1000,185
0.997,1000,185
0.998,1000,185
0.999,1000,185
1.0,1000,185
1.001,1000,185
1.002,1000,185
1.003,1000,185
1.004,1000,185
1.005,1000,185
1.006,1000,185
1.007,1000,185
1.008,1000,185
1.009,1000,185
1.01,1000,185
1.011,1000,185
1.012,1000,185
1.013,1000,185
1.014,1000,185
1.015,1000,185
1.016,1000,185
1.017,1000,185
1.018,1000,185
1.019,1000,185
1.02,1000,185
1.021,1000,185
1.022,1000,185
1.023,1000,185
1.024,1000,185
1.025,1000,185
1.026,1000,185
1.027,1000,185
1.028,1000,185
1.029,1000,185
1.03,1000,185
1.031,1000,185
1.032,1000,185
1.033,1000,185
1.034,1000,185
1.035,1000,185
1.036,1000,185
1.037,1000,185
1.038,1000,185
1.039,1000,185
1.04,1000,185
1.041,1000,185
1.042,1000,185
1.043,1000,185
1.044,1000,185
1.045,1000,185
1.046,1000,185
1.047,1000,185
1.048,1000,185
1.049,1000,185
1.05,1000,185
1.051,1000,185
1.052,1000,185
1.053,1000,185
1.054,1000,185
1.055,1000,185
1.056,1000,185
1.057,1000,185
1.058,1000,185
1.059,1000,185
1.06,1000,185
1.061,1000,185
1.062,1000,185
1.063,1000,185
1.064,1000,185
1.065,1000,185
1.066,1000,185
1.067,1000,185
1.068,1000,185
1.069,1000,185
1.07,1000,185
1.071,1000,185
1.072,1000,185
1.073,1000,185
1.074,1000,185
1.075,1000,185
1.076,1000,185
1.077,1000,185
1.078,1000,185
1.079,1000,185
1.08,1000,185
1.081,1000,185
1.082,1000,185
1.083,1000,185
1.084,1000,185
1.085,1000,185
1.086,1000,185
1.087,1000,185
1.088,1000,185
1.089,1000,185
1.09,1000,185
1.091,1000,185
1.092,1000,185
1.093,1000,185
1.094,1000,185
1.095,1000,185
1.096,1000,185
1.097,1000,185
1.098,1000,185
1.099,1000,185
1.1,1000,185
1.101,1000,185
1.102,1000,185
1.103,1000,185
1.104,1000,185
1.105,1000,185
1.106,1000,185
1.107,1000,185
1.108,1000,185
1.109,1000,185
1.11,1000,185
1.111,1000,185
1.112,1000,185
1.113,1000,185
1.114,1000,185
1.115,1000,185
1.116,1000,185
1.117,1000,185
1.118,1000,185
1.119,1000,185
1.12,1000,185
1.121,1000,185
1.122,1000,185
1.123,1000,185
1.124,1000,185
1.125,1000,185
1.126,1000,185
1.127,1000,185
1.128,1000,185
1.129,1000,185
1.13,1000,185
1.131,1000,185
1.132,1000,185
1.133,1000,185
1.134,1000,185
1.135,1000,185
1.136,1000,185
1.137,1000,185
1.138,1000,185
1.139,1000,185
1.14,1000,185
1.141,1000,185
1.142,1000,185
1.143,1000,185
1.144,1000,185
1.145,1000,185
1.146,1000,185
1.147,1000,185
1.148,1000,185
1.149,1000,185
1.15,1000,185
1.151,1000,185
1.152,1000,185
1.153,1000,185
1.154,1000,185
1.155,1000,185
1.156,1000,185
1.157,1000,185
1.158,1000,185
1.159,1000,185
1.16,1000,185
1.161,1000,185
1.162,1000,185
1.163,1000,185
1.164,1000,185
1.165,1000,185
1.166,1000,185
1.167,1000,185
1.168,1000,185
1.169,1000,185
1.17,1000,185
1.171,1000,185
1.172,1000,185
1.173,1000,185
1.174,1000,185
1.175,1000,185
1.176,1000,185
1.177,1000,185
1.178,1000,185
1.179,1000,185
1.18,1000,185
1.181,1000,185
1.182,1000,185
1.183,1000,185
1.184,1000,185
1.185,1000,185
1.186,1000,185
1.187,1000,185
1.188,1000,185
1.189,1000,185
1.19,1000,185
1.191,1000,185
1.192,1000,185
1.193,1000,185
1.194,1000,185
1.195,1000,185
1.196,1000,185
1.197,1000,185
1.198,1000,185
1.199,1000,185
1.2,1000,185
1.201,1000,185
1.202,1000,185
1.203,1000,185
1.204,1000,185
1.205,1000,185
1.206,1000,185
1.207,1000,185
1.208,1000,185
1.209,1000,185
1.21,1000,185
1.211,1000,185
1.212,1000,185
1.213,1000,185
1.214,1000,185
1.215,1000,185
1.216,1000,185
1.217,1000,185
1.218,1000,185
1.219,1000,185
1.22,1000,185
1.221,1000,185
1.222,1000,185
1.223,1000,185
1.224,1000,185
1.225,1000,185
1.226,1000,185
1.227,1000,185
1.228,1000,185
1.229,1000,185
1.23,1000,185
1.231,1000,185
1.232,1000,185
1.233,1000,185
1.234,1000,185
1.235,1000,185
1.236,1000,185
1.237,1000,185
1.238,1000,185
1.239,1000,185
1.24,1000,185
1.241,1000,185
1.242,1000,185
1.243,1000,185
1.244,1000,185
1.245,1000,185
1.246,1000,185
1.247,1000,185
1.248,1000,185
1.249,1000,185
1.25,1000,185
1.251,1000,185
1.252,1000,185
1.253,1000,185
1.254,1000,185
1.255,1000,185
1.256,1000,185
1.257,1000,185
1.258,1000,185
1.259,1000,185
1.26,1000,185
1.261,1000,185
1.262,1000,185
1.263,1000,185
1.264,1000,185
1.265,1000,185
1.266,1000,185
1.267,1000,185
1.268,1000,185
1.269,1000,185
1.27,1000,185
1.271,1000,185
1.272,1000,185
1.273,1000,185
1.274,1000,185
1.275,1000,185
1.276,1000,185
1.277,1000,185
1.278,1000,185
1.279,1000,185
1.28,1000,185
1.281,1000,185
1.282,1000,185
1.283,1000,185
1.284,1000,185
1.285,1000,185
1.286,1000,185
1.287,1000,185
1.288,1000,185
1.289,1000,185
1.29,1000,185
1.291,1000,185
1.292,1000,185
1.293,1000,185
1.294,1000,185
1.295,1000,185
1.296,1000,185
1.297,1000,185
1.298,1000,185
1.299,1000,185
1.3,1000,185
1.301,1000,185
1.302,1000,185
1.303,1000,185
1.304,1000,185
1.305,1000,185
1.306,1000,185
1.307,1000,185
1.308,1000,185
1.309,1000,185
1.31,1000,185
1.311,1000,185
1.312,1000,185
1.313,1000,185
1.314,1000,185
1.315,1000,185
1.316,1000,185
1.317,1000,185
1.318,1000,185
1.319,1000,185
1.32,1000,185
1.321,1000,185
1.322,1000,185
1.323,1000,185
1.324,1000,185
1.325,1000,185
1.326,1000,185
1.327,1000,185
1.328,1000,185
1.329,1000,185
1.33,1000,185
1.331,1000,185
1.332,1000,185
1.333,1000,185
1.334,1000,185
1.335,1000,185
1.336,1000,185
1.337,1000,185
1.338,1000,185
1.339,1000,185
1.34,1000,185
1.341,1000,185
1.342,1000,185
1.343,1000,185
1.344,1000,185
1.345,1000,185
1.346,1000,185
1.347,1000,185
1.348,1000,185
1.349,1000,185
1.35,1000,185
1.351,1000,185
1.352,1000,185
1.353,1000,185
1.354,1000,185
1.355,1000,185
1.356,1000,185
1.357,1000,185
1.358,1000,185
1.359,1000,185
1.36,1000,185
1.361,1000,185
1.362,1000,185
1.363,1000,185
1.364,1000,185
1.365,1000,185
1.366,1000,185
1.367,1000,185
1.368,1000,185
1.369,1000,185
1.37,1000,185
1.371,1000,185
1.372,1000,185
1.373,1000,185
1.374,1000,185
1.375,1000,185
1.376,1000,185
1.377,1000,185
1.378,1000,185
1.379,1000,185
1.38,1000,185
1.381,1000,185
1.382,1000,185
1.383,1000,185
1.384,1000,185
1.385,1000,185
1.386,1000,185
1.387,1000,185
1.388,1000,185
1.389,1000,185
1.39,1000,185
1.391,1000,185
1.392,1000,185
1.393,1000,185
1.394,1000,185
1.395,1000,185
1.396,1000,185
1.397,1000,185
1.398,1000,185
1.399,1000,185
1.4,1000,185
1.401,1000,185
1.402,1000,185
1.403,1000,185
1.404,1000,185
1.405,1000,185
1.406,1000,185
1.407,1000,185
1.408,1000,185
1.409,1000,185
1.41,1000,185
1.411,1000,185
1.412,1000,185
1.413,1000,185
1.414,1000,185
1.415,1000,185
1.416,1000,185
1.417,1000,185
1.418,1000,185
1.419,1000,185
1.42,1000,185
1.421,1000,185
1.422,1000,185
1.423,1000,185
1.424,1000,185
1.425,1000,185
1.426,1000,185
1.427,1000,185
1.428,1000,185
1.429,1000,185
1.43,1000,185
1.431,1000,185
1.432,1000,185
1.433,1000,183
1.434,1000,183
1.435,1000,183
1.436,1000,183
1.437,1000,183
1.438,1000,183
1.439,1000,183
1.44,1000,183
1.441,1000,183
1.442,1000,183
1.443,1000,183
1.444,1000,183
1.445,1000,183
1.446,1000,183
1.447,1000,183
1.448,1000,183
1.449,1000,183
1.45,1000,183
1.451,1000,183
1.452,1000,183
1.453,1000,183
1.454,1000,183
1.455,1000,183
1.456,1000,183
1.457,1000,183
1.458,1000,183
1.459,1000,183
1.46,1000,183
1.461,1000,183
1.462,1000,183
1.463,1000,183
1.464,1000,183
1.465,1000,183
1.466,1000,183
1.467,1000,183
1.468,1000,183
1.469,1000,183
1.47,1000,183
1.471,1000,183
1.472,1000,183
1.473,1000,183
1.474,1000,183
1.475,1000,183
1.476,1000,183
1.477,1000,183
1.478,1000,183
1.479,1000,183
1.48,1000,183
1.481,1000,183
1.482,1000,183
1.483,1000,183
1.484,1000,183
1.485,1000,183
1.486,1000,183
1.487,1000,183
1.488,1000,183
1.489,1000,183
1.49,1000,183
1.491,1000,183
1.492,1000,183
1.493,1000,183
1.494,1000,183
1.495,1000,183
1.496,1000,183
1.497,1000,183
1.498,1000,183
1.499,1000,183
1.5,1000,183
1.501,1000,183
1.502,1000,183
