time,distance0,distance1
1.0,1000,515
1.001,1000,515
1.002,1000,515
1.003,1000,515
1.004,1000,515
1.005,1000,515
1.006,1000,515
1.007,1000,515
1.008,1000,515
1.009,1000,515
1.01,1000,515
1.011,1000,515
1.012,1000,515
1.013,1000,515
1.014,1000,515
1.015,1000,515
1.016,1000,515
1.017,1000,515
1.018,1000,515
1.019,1000,515
1.02,1000,515
1.021,1000,515
1.022,1000,515
1.023,1000,515
1.024,1000,515
1.025,1000,515
1.026,1000,515
1.027,1000,515
1.028,1000,515
1.029,1000,515
1.03,1000,515
1.031,1000,515
1.032,1000,515
1.033,1000,515
1.034,1000,515
1.035,1000,515
1.036,1000,515
1.037,1000,515
1.038,1000,515
1.039,1000,515
1.04,1000,515
1.041,1000,515
1.042,1000,515
1.043,1000,515
1.044,1000,515
1.045,1000,515
1.046,1000,515
1.047,1000,515
1.048,1000,515
1.049,1000,515
1.05,1000,515
1.051,1000,515
1.052,1000,515
1.053,1000,515
1.054,1000,515
1.055,1000,515
1.056,1000,515
1.057,1000,515
1.058,1000,515
1.059,1000,515
1.06,1000,515
1.061,1000,515
1.062,1000,515
1.063,1000,515
1.064,1000,515
1.065,1000,515
1.066,1000,515
1.067,1000,515
1.068,1000,515
1.069,1000,515
1.07,1000,515
1.071,1000,515
1.072,1000,515
1.073,1000,515
1.074,1000,515
1.075,1000,515
1.076,1000,515
1.077,1000,515
1.078,1000,515
1.079,1000,515
1.08,1000,515
1.081,1000,515
1.082,1000,515
1.083,1000,515
1.084,1000,515
1.085,1000,515
1.086,1000,515
1.087,1000,515
1.088,1000,515
1.089,1000,515
1.09,1000,515
1.091,1000,515
1.092,1000,515
1.093,1000,515
1.094,1000,515
1.095,1000,515
1.096,1000,515
1.097,1000,515
1.098,1000,515
1.099,1000,515
1.1,1000,515
1.101,1000,515
1.102,1000,515
1.103,1000,515
1.104,1000,515
1.105,1000,515
1.106,1000,515
1.107,1000,515
1.108,1000,515
1.109,1000,515
1.11,1000,515
1.111,1000,515
1.112,1000,515
1.113,1000,515
1.114,1000,515
1.115,1000,515
1.116,1000,515
1.117,1000,515
1.118,1000,515
1.119,1000,515
1.12,1000,515
1.121,1000,515
1.122,1000,515
1.123,1000,515
1.124,1000,515
1.125,1000,515
1.126,1000,515
1.127,1000,515
1.128,1000,515
1.129,1000,515
1.13,1000,515
1.131,1000,515
1.132,1000,515
1.133,1000,515
1.134,1000,515
1.135,1000,515
1.136,1000,515
1.137,1000,515
1.138,1000,515
1.139,1000,515
1.14,1000,515
1.141,1000,515
1.142,1000,515
1.143,1000,515
1.144,1000,515
1.145,1000,515
1.146,1000,515
1.147,1000,515
1.148,1000,515
1.149,1000,515
1.15,1000,515
1.151,1000,515
1.152,1000,515
1.153,1000,515
1.154,1000,515
1.155,1000,515
1.156,1000,515
1.157,1000,515
1.158,1000,515
1.159,1000,515
1.16,1000,515
1.161,1000,515
1.162,1000,515
1.163,1000,515
1.164,1000,515
1.165,1000,515
1.166,1000,515
1.167,1000,515
1.168,1000,515
1.169,1000,515
1.17,1000,515
1.171,1000,515
1.172,1000,515
1.173,1000,515
1.174,1000,515
1.175,1000,515
1.176,1000,515
1.177,1000,515
1.178,1000,515
1.179,1000,515
1.18,1000,515
1.181,1000,515
1.182,1000,515
1.183,1000,515
1.184,1000,515
1.185,1000,515
1.186,1000,515
1.187,1000,515
1.188,1000,515
1.189,1000,515
1.19,1000,515
1.191,1000,515
1.192,1000,515
1.193,1000,515
1.194,1000,515
1.195,1000,515
1.196,1000,515
1.197,1000,515
1.198,1000,515
1.199,1000,515
1.2,1000,515
1.201,1000,515
1.202,1000,515
1.203,1000,515
1.204,1000,515
1.205,1000,515
1.206,1000,515
1.207,1000,515
1.208,1000,515
1.209,1000,515
1.21,1000,515
1.211,1000,515
1.212,1000,515
1.213,1000,515
1.214,1000,515
1.215,1000,515
1.216,1000,515
1.217,1000,515
1.218,1000,515
1.219,1000,515
1.22,1000,515
1.221,1000,515
1.222,1000,515
1.223,1000,515
1.224,1000,515
1.225,1000,515
1.226,1000,515
1.227,1000,515
1.228,1000,515
1.229,1000,515
1.23,1000,515
1.231,1000,515
1.232,1000,515
1.233,1000,515
1.234,1000,515
1.235,1000,515
1.236,1000,515
1.237,1000,515
1.238,1000,515
1.239,1000,515
1.24,1000,515
1.241,1000,515
1.242,1000,515
1.243,1000,515
1.244,1000,515
1.245,1000,515
1.246,1000,515
1.247,1000,515
1.248,1000,515
1.249,1000,515
1.25,1000,515
1.251,1000,515
1.252,1000,515
1.253,1000,515
1.254,1000,515
1.255,1000,515
1.256,1000,515
1.257,1000,515
1.258,1000,515
1.259,1000,515
1.26,1000,515
1.261,1000,515
1.262,1000,515
1.263,1000,515
1.264,1000,515
1.265,1000,515
1.266,1000,515
1.267,1000,515
1.268,1000,515
1.269,1000,515
1.27,1000,515
1.271,1000,515
1.272,1000,515
1.273,1000,515
1.274,1000,515
1.275,1000,515
1.276,1000,515
1.277,1000,515
1.278,1000,515
1.279,1000,515
1.28,1000,515
1.281,1000,515
1.282,1000,515
1.283,1000,515
1.284,1000,515
1.285,1000,515
1.286,1000,515
1.287,1000,515
1.288,1000,515
1.289,1000,515
1.29,1000,515
1.291,1000,515
1.292,1000,515
1.293,1000,515
1.294,1000,515
1.295,1000,515
1.296,1000,515
1.297,1000,515
1.298,1000,515
1.299,1000,515
1.3,1000,515
1.301,1000,515
1.302,1000,515
1.303,1000,515
1.304,1000,515
1.305,1000,515
1.306,1000,515
1.307,1000,515
1.308,1000,515
1.309,1000,515
1.31,1000,515
1.311,1000,515
1.312,1000,515
1.313,1000,515
1.314,1000,515
1.315,1000,515
1.316,1000,515
1.317,1000,515
1.318,1000,515
1.319,1000,515
1.32,1000,515
1.321,1000,515
1.322,1000,515
1.323,1000,515
1.324,1000,515
1.325,1000,515
1.326,1000,515
1.327,1000,515
1.328,1000,515
1.329,1000,515
1.33,1000,515
1.331,1000,515
1.332,1000,515
1.333,1000,515
1.334,1000,515
1.335,1000,515
1.336,1000,515
1.337,1000,515
1.338,1000,515
1.339,1000,515
1.34,1000,515
1.341,1000,515
1.342,1000,515
1.343,1000,515
1.344,1000,515
1.345,1000,515
1.346,1000,515
1.347,1000,515
1.348,1000,515
1.349,1000,515
1.35,1000,515
1.351,1000,515
1.352,1000,515
1.353,1000,515
1.354,1000,515
1.355,1000,515
1.356,1000,515
1.357,1000,515
1.358,1000,515
1.359,1000,515
1.36,1000,515
1.361,1000,515
1.362,1000,515
1.363,1000,515
1.364,1000,515
1.365,1000,515
1.366,1000,515
1.367,1000,515
1.368,1000,515
1.369,1000,515
1.37,1000,515
1.371,1000,515
1.372,1000,515
1.373,1000,515
1.374,1000,515
1.375,1000,515
1.376,1000,515
1.377,1000,515
1.378,1000,515
1.379,1000,515
1.38,1000,515
1.381,1000,515
1.382,1000,515
1.383,1000,515
1.384,1000,515
1.385,1000,515
1.386,1000,515
1.387,1000,515
1.388,1000,515
1.389,1000,515
1.39,1000,515
1.391,1000,515
1.392,1000,515
1.393,1000,515
1.394,1000,515
1.395,1000,515
1.396,1000,515
1.397,1000,515
1.398,1000,515
1.399,1000,515
1.4,1000,515
1.401,1000,515
1.402,1000,515
1.403,1000,515
1.404,1000,515
1.405,1000,515
1.406,1000,515
1.407,1000,515
1.408,1000,515
1.409,1000,515
1.41,1000,515
1.411,1000,515
1.412,1000,515
1.413,1000,515
1.414,1000,515
1.415,1000,515
1.416,1000,515
1.417,1000,515
1.418,1000,515
1.419,1000,515
1.42,1000,515
1.421,1000,515
1.422,1000,515
1.423,1000,515
1.424,1000,515
1.425,1000,515
1.426,1000,515
1.427,1000,515
1.428,1000,515
1.429,1000,515
1.43,1000,515
1.431,1000,515
1.432,1000,515
1.433,1000,515
1.434,1000,515
1.435,1000,515
1.436,1000,515
1.437,1000,515
1.438,1000,515
1.439,1000,515
1.44,1000,515
1.441,1000,515
1.442,1000,515
1.443,1000,515
1.444,1000,515
1.445,1000,515
1.446,1000,515
1.447,1000,515
1.448,1000,515
1.449,1000,515
1.45,1000,515
1.451,1000,515
1.452,1000,515
1.453,1000,515
1.454,1000,515
1.455,1000,515
1.456,1000,515
1.457,1000,515
1.458,1000,515
1.459,1000,515
1.46,1000,515
1.461,1000,515
1.462,1000,515
1.463,1000,515
1.464,1000,515
1.465,1000,515
1.466,1000,515
1.467,1000,515
1.468,1000,515
1.469,1000,515
1.47,1000,515
1.471,1000,515
1.472,1000,515
1.473,1000,515
1.474,1000,515
1.475,1000,515
1.476,1000,515
1.477,1000,515
1.478,1000,515
1.479,1000,515
1.48,1000,515
1.481,1000,515
1.482,1000,515
1.483,1000,515
1.484,1000,515
1.485,1000,515
1.486,1000,515
1.487,1000,515
1.488,1000,515
1.489,1000,515
1.49,1000,515
1.491,1000,515
1.492,1000,515
1.493,1000,515
1.494,1000,515
1.495,1000,515
1.496,1000,515
1.497,1000,515
1.498,1000,515
1.499,1000,515
1.5,1000,515
1.501,1000,515
1.502,1000,515
1.503,1000,515
1.504,1000,515
1.505,1000,515
1.506,1000,515
1.507,1000,515
1.508,1000,515
1.509,1000,515
1.51,1000,515
1.511,1000,515
1.512,1000,515
1.513,1000,515
1.514,1000,515
1.515,1000,515
1.516,1000,515
1.517,1000,515
1.518,1000,515
1.519,1000,515
1.52,1000,515
1.521,1000,515
1.522,1000,515
1.523,1000,515
1.524,1000,515
1.525,1000,515
1.526,1000,515
1.527,1000,515
1.528,1000,515
1.529,1000,515
1.53,1000,515
1.531,1000,515
1.532,1000,515
1.533,1000,515
1.534,1000,515
1.535,1000,515
1.536,1000,515
1.537,1000,515
1.538,1000,515
1.539,1000,515
1.54,1000,515
1.541,1000,515
1.542,1000,515
1.543,1000,515
1.544,1000,515
1.545,1000,515
1.546,1000,515
1.547,1000,515
1.548,1000,515
1.549,1000,515
1.55,1000,515
1.551,1000,515
1.552,1000,515
1.553,1000,515
